date,601899.XSHG,600519.XSHG,601169.XSHG,002202.XSHE,601618.XSHG,002236.XSHE,601088.XSHG,000725.XSHE,603993.XSHG,000001.XSHE,600196.XSHG,601288.XSHG,600332.XSHG,601800.XSHG,002142.XSHE,000568.XSHE,601989.XSHG,600406.XSHG,000858.XSHE,002007.XSHE,600009.XSHG,000876.XSHE,601328.XSHG,600585.XSHG,600028.XSHG,600893.XSHG,600309.XSHG,601377.XSHG,601998.XSHG,000157.XSHE,601006.XSHG,601628.XSHG,600276.XSHG,601009.XSHG,600048.XSHG,600547.XSHG,600383.XSHG,601186.XSHG,601390.XSHG,600000.XSHG,600837.XSHG,601888.XSHG,000002.XSHE,600588.XSHG,600660.XSHG,600104.XSHG,000425.XSHE,600111.XSHG,000768.XSHE,600741.XSHG,601988.XSHG,000538.XSHE,601766.XSHG,600900.XSHG,600050.XSHG,601668.XSHG,000063.XSHE,600015.XSHG,601336.XSHG,600016.XSHG,600795.XSHG,601601.XSHG,601901.XSHG,601111.XSHG,002304.XSHE,601818.XSHG,002594.XSHE,601166.XSHG,601318.XSHG,002415.XSHE,601939.XSHG,601688.XSHG,600690.XSHG,000625.XSHE,002230.XSHE,600019.XSHG,600085.XSHG,000333.XSHE,000338.XSHE,600036.XSHG,601669.XSHG,000069.XSHE,600010.XSHG,002241.XSHE,600030.XSHG,000963.XSHE,600018.XSHG,600115.XSHG,601857.XSHG,600029.XSHG,600999.XSHG,601398.XSHG,600886.XSHG,601600.XSHG,000651.XSHE,600887.XSHG,601633.XSHG,600031.XSHG,000776.XSHE,000100.XSHE,600362.XSHG,000895.XSHE
2014-1-16,0.005586592,0.02711616,-0.004587156,0.00390625,0,-0.01184669,-0.002747253,-0.005434783,0.023391813,0.001709402,-0.013213213,0,0.00218436,-0.006557377,0.002331002,0.013268156,0,-0.01986755,0.002444988,-0.025149701,-0.007788162,0.003577818,0,0.011937557,-0.007782101,0.034078807,0.028547439,0.008645533,-0.004201681,0,-0.010126582,0.00990099,-0.02195122,0,0.002923977,0.003836317,-0.002590674,0,0,-0.004618938,0.007211538,-0.003752345,0.004347826,0.032467532,-0.003773585,-0.007462687,0,0.025641026,-0.011547344,-0.0221843,-0.006944444,-0.016385049,-0.016666667,0.002415459,-0.007692308,0.006666667,0.039337474,0.010781671,0.013858093,-0.005847953,0.005882353,0.010416667,0.005504587,0.002873563,0.014356214,-0.006535948,-0.025486075,-0.012903226,0.037508372,-0.020556227,-0.004291845,-0.002898551,0.004926108,-0.01026694,-0.016921837,0.004149378,0.003895381,-0.001061571,0.011904762,-0.002770083,-0.004219409,0.019553073,0.033557047,-0.011370815,0.008988764,0.000807103,0.005291005,0.004132231,-0.005385996,0.004115226,-0.006485084,-0.004926108,0.003194888,0.015625,-0.019384265,-0.001998002,-0.037848606,0.014,0.0077951,-0.011560694,0.008695652,0.03873824
2014-1-17,-0.011111111,-0.013794744,-0.013824885,0.015564202,-0.015037594,-0.023272214,-0.017906336,-0.005464481,-0.022857143,-0.018771331,-0.043213634,-0.007352941,-0.018744551,-0.00660066,-0.01627907,-0.019986216,-0.033195021,-0.035135135,-0.02195122,-0.013513514,-0.029827316,-0.049910873,-0.009345794,0.009981851,0.007843137,-0.013903193,-0.019591837,0.005714286,-0.008438819,-0.011204482,-0.010230179,0.013888889,-0.023690773,-0.014563107,-0.008746356,-0.03566879,0.005194805,-0.014925373,-0.01025641,-0.006960557,0.003579952,-0.025737602,-0.015151515,-0.020964361,-0.026515152,-0.036340852,-0.010050251,-0.03,-0.025700935,-0.015706806,-0.006993007,-0.002602811,-0.025423729,-0.004819277,-0.007751938,-0.006622517,-0.019920319,-0.016,-0.023510115,-0.023529412,-0.005847953,-0.015067407,-0.031021898,-0.011461318,-0.009287926,-0.013157895,-0.015907253,-0.02124183,-0.008392511,-0.019753086,-0.004310345,-0.007267442,-0.003676471,-0.012448133,0.031147541,-0.033057851,-0.00886918,-0.029755579,-0.017647059,0.001388889,-0.021186441,-0.002739726,0.012987013,-0.026837061,0.0077951,-0.016129032,-0.028947368,-0.012345679,0.027075812,-0.016393443,-0.01305483,-0.00990099,0,-0.027692308,-0.025581395,-0.034034034,0.00621118,-0.017751479,-0.012154696,-0.011695906,-0.025,-0.003729355
2014-1-20,0,0.05390088,0,-0.022988506,0.007633588,-0.02166065,-0.009817672,-0.005494505,-0.01754386,-0.015652174,-0.003816794,0,-0.030208796,0,-0.004728132,0.012658228,0.019313305,-0.016806723,0.009143807,0.04607721,0.004045307,-0.00750469,0,-0.033243486,-0.007782101,-0.006788512,-0.016652789,0.008522727,0,-0.005665722,0,-0.026591459,-0.017879949,0.004926108,-0.002941176,0.007926024,0.010335917,0,0,-0.004672897,-0.008323424,0.012242268,0.006593407,-0.042826552,-0.013618677,-0.011703511,0,-0.025036819,-0.002398082,-0.014184397,0,-0.028444676,-0.008695652,0,0,0,-0.027439024,-0.005420054,-0.007838746,-0.015060241,-0.005882353,0.000805153,-0.02259887,0.002898551,0.009375,-0.013333333,-0.010410959,-0.010016694,-0.00390625,-0.031486146,-0.008658009,-0.001464129,-0.009840098,-0.027310924,0.002384738,-0.004273504,-0.015100671,0.013143483,-0.002994012,-0.009708738,-0.017316017,-0.010989011,-0.006410256,-0.038082731,-0.012154696,-0.030327869,-0.008130081,0.004166667,-0.015817223,0.004166667,0,0,-0.01910828,-0.003164557,0.053699284,-0.022797927,-0.022633745,-0.004016064,0,-0.00591716,-0.006189213,-0.034759358
2014-1-21,0.005617978,0.001601831,0.009345794,0.007843137,0,0.002214022,0.004249292,0.005524862,0.011904762,0.005300353,0,0,0.006871278,0.006644518,0.007125891,-0.024305556,0.006315789,0.008547009,-0.007413509,0.003571429,-0.003223207,0.011342155,0,0.030669145,-0.003921569,0.005783386,0.00508044,0.005633803,0.004255319,0.005698006,0.007751938,0.005794702,0.00260078,0,0.014749263,0.001310616,-0.002557545,0.024242424,0.015544041,0.009389671,0.025179856,0.007638447,0.013100437,0.03803132,0.003944773,0.015789474,0.010152284,0.006042296,0.012019231,0.003597122,0,-0.014235831,0.014619883,0.014527845,0.0078125,0.006666667,0.043887147,0.008174387,0.005643341,0.006116208,0.00591716,0.006436042,0.046242775,0.00867052,-0.00398054,0.013513514,0.004152824,0.008431703,0.015686275,0.014304291,0.004366812,0.017595308,0.014906832,0.012958963,0.006344171,0.004291845,0.027825099,-0.010810811,0.018018018,0.005602241,0.008810573,0.025,-0.012903226,0.010238908,0.016778523,-0.010143702,0.008196721,0.01659751,0,0.01659751,0.021164021,0,0,0.006349206,0.003397508,-0.006362672,0.02,0.006048387,0.01901566,0,0.007117438,0.031578947
2014-1-22,0.016759777,0.056545579,0.018518519,0.060311284,0.022727273,0.030927835,0.016925247,0.016483516,0.023529412,0.038664323,0.01532567,0.007407407,0.045495905,0.01980198,0.021226415,0.019217082,0.073221757,0.028248588,0.029875519,0.010676157,0.024252223,0.031775701,0.014150943,0.018935978,0.011811024,0.012023001,0.056444819,0.019607843,0.016949153,0.031161473,0.017948718,0.023868313,0.02075227,0.019607843,0.072674419,0.02486911,0.051282051,0.023668639,0.025510204,0.018604651,0.030409357,0.011370815,0.05387931,0.006465517,0.043222004,0.03238342,0.025125628,0.032282282,0.022565321,0.053763441,0.014084507,0.021253406,0.048991354,0.007159905,0.015503876,0.01986755,0.033033033,0.021621622,0.023569024,0.021276596,0.023529412,0.018385292,0.022099448,0.017191977,0.025754885,0.006666667,0.023711056,0.028428094,0.010939511,0.032051282,0.013043478,0.017291066,0.036719706,0.049040512,0.003152088,0.021367521,0.006077348,0.016393443,0.02359882,0.016713092,0.030567686,0.06504065,0.026143791,0.031081081,0.03190319,0.017079419,0.035230352,0.024489796,0.008928571,0.020408163,0.050518135,0.01,0.00974026,0.028391167,0.0248307,0.027748132,0.028895769,0.044088176,0.03622393,0.017857143,0.024734982,0.011278195
2014-1-23,-0.010989011,-0.000648719,-0.009090909,0.064220183,0,0.017857143,-0.009708738,-0.005405405,-0.005747126,-0.008460237,-0.010691824,-0.007352941,-0.003481288,-0.006472492,-0.002309469,-0.041201117,-0.009746589,-0.005494505,-0.003223207,-0.001173709,-0.013417522,-0.032608696,-0.009302326,-0.001769912,-0.015564202,-0.011363636,-0.003189793,-0.016483516,-0.008333333,-0.013736264,0.005037783,-0.008842444,-0.033036849,-0.014423077,-0.01897019,0,-0.014634146,-0.01734104,-0.009950249,-0.011415525,-0.012485812,0.021861337,-0.016359918,0.025695931,0.005649718,-0.001254705,-0.009803922,-0.013090909,-0.00116144,0.00170068,-0.013888889,-0.011205977,0.008241758,0.002369668,-0.011450382,-0.012987013,0.002906977,-0.015873016,0.009320175,-0.011904762,-0.005747126,-0.021193093,-0.005405405,-0.002816901,-0.001298701,-0.013245033,-0.015351468,-0.014634146,-0.019096117,0.027329193,-0.012875536,-0.011331445,0.020070838,0.006097561,0,-0.016736402,-0.008786381,0.012903226,-0.005763689,-0.016438356,0,-0.002544529,-0.031847134,0.000655308,-0.013859275,-0.020990764,-0.013089005,-0.007968127,-0.008849558,-0.004,-0.004932182,-0.00990099,0.025723473,-0.006134969,-0.004405286,0.033229491,-0.012036108,-0.009596929,-0.011652542,0,-0.012068966,-0.007434944
2014-1-24,0.016666667,0.010602618,0,0.003448276,0.007407407,0.004210526,0.008403361,0.005434783,0.01734104,-0.003412969,0.018436109,0,0.004803493,0,0.00462963,-0.008739985,0.011811024,0.004143646,-0.002425222,0.012925969,-0.0064,0.007490637,0,0,0.003952569,0.044932079,0.0024,0.011173184,0,0.005571031,0.012531328,-0.01135442,0.011826544,0.004878049,0.03038674,0.028097063,0.014851485,0.002941176,0,0,0.009195402,-0.006723716,0.03950104,0.050104384,-0.003745318,0.00879397,0.004950495,0.011053795,0.009302326,0.008488964,0.007042254,-0.012412304,0.002724796,0.002364066,0.003861004,0.006578947,0.022222222,0.010752688,-0.006518197,0,0,-0.005613472,0.03442029,0,0.003467707,0.006711409,0.03036105,-0.00330033,-0.011680727,0.004836759,0,0.010028653,0.028935185,0.014141414,0.003142184,0.004255319,-0.018836565,0.004246285,0,-0.008356546,0.004237288,0.010204082,-0.006578947,0.001309758,0.004324324,0.038593482,0.00795756,0.008032129,0,0.012048193,0.008674102,0,-0.009404389,0.009259259,-0.008849558,-0.006030151,-0.004060914,0.001937984,0.004287245,0.005847953,0.014834206,-0.006955591
2014-1-27,-0.005464481,0.038646826,-0.004587156,-0.013745704,-0.007352941,-0.043326345,-0.019444444,0.027027027,-0.011363636,-0.022260274,-0.016229713,0,-0.019556714,-0.013029316,-0.002304147,0.011756062,0.005836576,0.009628611,0.010534846,-0.013921114,-0.016908213,-0.014869888,0.004694836,-0.053191489,-0.019685039,-0.002,-0.001596169,-0.033149171,-0.004201681,-0.005540166,-0.022277228,-0.041017227,-0.011688312,-0.004854369,-0.016085791,0.026086957,-0.019512195,-0.026392962,-0.020100503,-0.011547344,-0.029612756,0.002461538,-0.018,0.087475149,0.005639098,-0.00871731,-0.009852217,-0.013119534,-0.004608295,-0.011784512,-0.006993007,-0.030327869,-0.035326087,-0.016509434,-0.015384615,-0.013071895,0,0,-0.024603609,0,-0.011560694,-0.032258065,-0.008756567,-0.014124294,0.019006479,-0.013333333,-0.000530926,-0.016556291,-0.037426133,-0.022864019,0,-0.028368794,-0.016872891,-0.019920319,-0.028974158,-0.004237288,-0.024280068,-0.025369979,-0.020289855,-0.009831461,-0.012658228,-0.04040404,-0.026490066,-0.020928712,-0.033369214,-0.063583815,-0.010526316,-0.011952191,-0.014285714,-0.007936508,-0.039312039,-0.01,-0.018987342,-0.024464832,-0.033482143,-0.031344793,-0.014271152,-0.001934236,-0.022411953,0.098837209,-0.015477214,-0.032866379
2014-1-28,0,-0.010822511,0.013824885,0.013937282,0.014814815,-0.009495982,-0.004249292,-0.010526316,0.005747126,0.008756567,0.029822335,0,0.044769504,0.00330033,0.006928406,-0.007262164,-0.011605416,-0.009536785,-0.008019246,0.034117647,-0.000819001,-0.009433962,0.009345794,0.012172285,-0.004016064,-0.026052104,0.026378897,0.002857143,0.016877637,0.002785515,-0.002531646,0.00427716,0.006570302,0.009756098,0,-0.020581114,0.002487562,0.003012048,0.015384615,0.007009346,0.002347418,-0.017188459,0,-0.003656307,-0.009345794,0.001256281,0,0.004431315,-0.008101852,-0.003407155,0.007042254,0.027331643,0,-0.004796163,0.015625,0.006622517,0.004725898,0.018617021,0.012331839,0.018072289,0.005847953,0.0075,0,0.008595989,-0.008478169,0.013513514,0.041965471,0.02020202,0.004092769,-0.025862069,0.004347826,0.00729927,-0.012585812,0.004065041,-0.002419355,0.004255319,0.002893519,0.011930586,0.00295858,0.009929078,-0.004273504,0.010526316,0,-0.050768203,0.003340757,0.015873016,0.037234043,0.008064516,0.005434783,0,0.015345269,0.005050505,0.012903226,0.015673981,0.006928406,-0.004175365,0.03516029,0.005813953,0.005458515,0.005291005,0.014847162,-0.020612813
2014-1-29,0,-0.015838283,0.009090909,-0.010309278,-0.00729927,-0.014749263,0.00284495,0.010638298,0,0.005208333,0.011706716,0.014814815,-0.005091218,0.006578947,0.002293578,-0.027798098,0.001956947,-0.004126547,-0.018593371,-0.002275313,0.006557377,0.001904762,0,0.011100833,0,0.08744856,0.009345794,0.005698006,0.008298755,-0.002777778,0.002538071,0.005110733,0.023498695,0,-0.013623978,-0.008652658,0.00248139,0.006006006,0,0.011600928,0.003512881,-0.024984385,-0.014256619,0.100917431,0.003773585,0,0,-0.006617647,0.022170362,-0.001709402,0.013986014,-0.004114098,-0.016901408,0.004819277,0.003846154,0,-0.00752587,0.010443864,-0.00110742,0.026627219,0.011627907,0.007444169,-0.001766784,-0.011363636,-0.015818726,0.006666667,-0.010960999,0.00990099,0.002717391,-0.012642225,0.008658009,0.001449275,0.018539977,0,0.100242522,0.012711864,-0.007501443,-0.003215434,0.002949853,0.007022472,-0.004291845,-0.0078125,-0.006802721,-0.016889514,0.006659267,0.020833333,-0.012820513,-0.008,-0.001801802,-0.004,0.008816121,0.015075377,0.041401274,-0.009259259,-0.017201835,-0.025157233,0.00999001,-0.003853565,-0.001085776,0.010526316,-0.004302926,0.012514221
